Borough Name,Approved On Street,Approved From Street,Approved To Street,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,Shape_STLe,the Geom,StartDate,EndDate,ApprovedDays
Manhattan,EAST 5th STREET,AVENUE C,DEAD END,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,,,,,545.984369485,"MULTILINESTRING ((-73.98144010272796 40.72365010880904, -73.98113326836825 40.72351684027511, -73.98108907689854 40.723497646771094, -73.9810499685342 40.72348066123542, -73.98101294904494 40.72346458194342, -73.98097289866395 40.7234471873949, -73.98093610289047 40.7234312062706, -73.98089189851623 40.72341200638498, -73.98085419268209 40.72339562885922, -73.98081090082101 40.72337682621879, -73.98076901141222 40.72335863254068, -73.98072969136807 40.72334155320753, -73.9806905808196 40.72332456754908, -73.98065193421658 40.72330778096781, -73.98061029815987 40.723289696235994, -73.98057674529694 40.723275123038896, -73.98053669632732 40.72325772833835, -73.97972948800441 40.722907115260234))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,WEST 36 STREET,AVENUE OF THE AMERICAS,5 AVENUE,,,,,,,,,17:00,23:00,12:00,23:00,12:00,21:00,1022.17701425,"MULTILINESTRING ((-73.98362447116399 40.7497403002067, -73.9850979811275 40.75036014842322, -73.98685280006758 40.751098208795774))",2021-04-16,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 104th STREET,3RD AVENUE,2nd AVENUE,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,708.709496897,"MULTILINESTRING ((-73.94563639213192 40.79026965665556, -73.94521777332459 40.79009257395703, -73.9451049112303 40.7900449684074, -73.94464812638041 40.78985229488644, -73.9445432076675 40.78980803976112, -73.94432400328878 40.78971557690227, -73.94422916300141 40.78967557312052, -73.94339884071728 40.78932532551531))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday']"
Manhattan,AMSTERDAM AVENUE,WEST 110th STREET,WEST 111th STREET,,,,,,,,,19:00,23:00,11:00,23:00,11:00,23:00,272.883111588,"MULTILINESTRING ((-73.96386414403891 40.80298858968513, -73.96368235050458 40.80323854979565, -73.96339076854326 40.803645544321014))",2021-04-02,2022-04-04,"['Friday', 'Saturday', 'Sunday']"
Brooklyn,RAPELYE STREET,HENRY STREET,HICKS STREET,8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,8:00,15:00,,,,,459.600547249,"MULTILINESTRING ((-74.0028965272284 40.68057590956421, -74.00214118420125 40.68036286529387, -74.00134269602871 40.6801376587258))",2021-07-06,2022-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,499.303808321,"MULTILINESTRING ((-73.8724558809127 40.76207512266577, -73.87228519318344 40.76171864855558, -73.87207913545066 40.76074001516529))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,707.734079893,"MULTILINESTRING ((-73.83488936226439 40.727591059807025, -73.83494586544495 40.72755043053175, -73.83505938458521 40.72749290648896, -73.83518616860252 40.72745051188898, -73.8353206993617 40.72742554410351, -73.83545680688877 40.72741872370229, -73.83558851693589 40.72742916955486, -73.83571088594259 40.727454684581055, -73.83728764430087 40.72786544817148))",2021-09-14,2021-09-15,['Monday']
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,1211.24005284,"MULTILINESTRING ((-73.83559658847363 40.73228113045681, -73.83473107316524 40.73051787332195, -73.83409348284043 40.729159484908806))",2021-09-14,2021-09-15,['Monday']
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,288.296720689,"MULTILINESTRING ((-73.74419708231768 40.60495996384566, -73.74469337651537 40.60550996575733, -73.74469169558584 40.60563375730224))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 164th STREET,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,364.866791694,"MULTILINESTRING ((-73.93884276871681 40.83724632749041, -73.93894711861175 40.837290131474354, -73.93999681906632 40.83773076905157))",2021-07-01,2021-08-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,1261.23245176,"MULTILINESTRING ((-73.84390507343527 40.73446921897725, -73.8440147420263 40.73473637405617, -73.84415247330502 40.735084491284226, -73.84427140592643 40.73543691255874, -73.84437119006238 40.73579275946827, -73.84445162511763 40.73615111687408, -73.8445125720212 40.73651107961715, -73.8445461961596 40.73685464137658, -73.84455811751901 40.737199831655566, -73.84454817163194 40.73754545166138, -73.84451792075478 40.73787329700466))",2021-09-14,2021-09-15,['Monday']
Manhattan,EAST 19th STREET,IRVING PLACE,PARK AVENUE SOUTH,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,10:00,23:00,10:00,23:00,495.903583559,"MULTILINESTRING ((-73.98810877327273 40.73771838548338, -73.98760934237028 40.737514347129505, -73.98653788828618 40.73706653314464))",2021-04-18,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,,,,,,,,,,,,,10:00,20:00,270.0845594,"MULTILINESTRING ((-73.94403950170951 40.68398898860361, -73.94396261242106 40.68360163909299, -73.94389400368368 40.6832559891649))",2021-05-02,2021-10-03,['Sunday']
Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,235.72115283,"MULTILINESTRING ((-74.00474237490147 40.72428354525507, -74.00473260630494 40.72435091006197, -74.00464911398774 40.72492664060101))",2021-03-31,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,259.928772013,"MULTILINESTRING ((-73.94382099857619 40.77625377379357, -73.94371595633066 40.776404103807884, -73.94338192912787 40.776884316993645))",2021-06-01,2025-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,NASSAU STREET,WALL STREET,PINE STREET,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,256.362314046,"MULTILINESTRING ((-74.01067918669838 40.70713287980173, -74.01068910264944 40.70721111441402, -74.01020270069809 40.707714789375984))",2021-09-08,2022-06-17,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,1027.89440207,"MULTILINESTRING ((-73.83793112268593 40.738150602180106, -73.83796078916716 40.73814216112838, -73.83798822918016 40.738130127507226, -73.83801269489112 40.738114827151165, -73.83803352231021 40.738096674263055, -73.83805014195956 40.73807616602553, -73.83806210497801 40.738053858324044, -73.83806908313838 40.73803035854215, -73.83807088902098 40.73800630577876, -73.8380674725009 40.737982354633814, -73.83805892671467 40.737959155405505, -73.8379847400831 40.73784682239902, -73.83791872252243 40.73773157508539, -73.83786107560373 40.7376137586574, -73.83781196891107 40.737493725465555, -73.83777155188972 40.73737183143237, -73.83773993962716 40.737248441435376, -73.83771722944329 40.73712392302681, -73.8377034902341 40.736998647318835, -73.83769876129307 40.736872987181, -73.83770305704266 40.73674731904769, -73.83771636350124 40.73662201570916, -73.8377386430041 40.73649745262172, -73.83776982712043 40.73637399979329, -73.83780982493253 40.73625202539697, -73.83785851593767 40.73613189396049, -73.83792522899698 40.73599799026067, -73.83796128256529 40.73591314096246, -73.83797657605034 40.735821436584196, -73.83796850569145 40.73572748407892, -73.83793685894413 40.735636452967555, -73.8378839881736 40.73555322460223, -73.83781431555758 40.73548150897767))",2021-09-14,2021-09-15,['Monday']
Manhattan,LITTLE 6TH AVENUE,SPRING STREET,BROOME STREET,09:00,17:00,09:00,17:00,09:00,17:00,09:00,23:00,09:00,23:00,09:00,23:00,09:00,23:00,237.779206532,"MULTILINESTRING ((-74.00464911398774 40.72492664060101, -74.00457312579655 40.725449464018, -74.0045548325161 40.72557533342084))",2021-03-31,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,96.8758026098,"MULTILINESTRING ((-73.84378297003364 40.734220069713956, -73.84384013520047 40.734335513328865, -73.84390507343527 40.73446921897725))",2021-09-14,2021-09-15,['Monday']
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,329.411316669,"MULTILINESTRING ((-73.83440142789657 40.72840849634889, -73.83477284882744 40.72769647934321, -73.8348496253674 40.727619631853045, -73.83488936226439 40.727591059807025))",2021-09-14,2021-09-15,['Monday']
StatenIsland,WATER STREET,CANAL STREET,BAY STREET,,,,,,,,,,,11:00,17:00,,,429.934818572,"MULTILINESTRING ((-74.07638336837448 40.627154326500154, -74.07766462550693 40.627012860858095, -74.07790375713846 40.626947159196895))",2021-09-04,2021-10-02,['Saturday']
Manhattan,MONTGOMERY STREET,HENRY STREET,EAST BROADWAY,,,,,,,,,10:00,00:00,10:00,00:00,10:00,00:00,267.88919013,"MULTILINESTRING ((-73.98534692902162 40.7144780933234, -73.98524618244919 40.71386219333539, -73.98511694959707 40.71380326529658))",2021-06-21,2022-06-30,"['Friday', 'Saturday', 'Sunday']"
Bronx,ROGERS PLACE,EAST 165th STREET,WESTCHESTER AVENUE,11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,11:30,13:00,,,,,879.138269136,"MULTILINESTRING ((-73.8978660601059 40.82161431490332, -73.89782844382236 40.823377336996934, -73.89781397534614 40.82346645532357, -73.89778009090722 40.82355558345268, -73.89772659095463 40.82364107507989, -73.89765487275349 40.82371925559157, -73.89756782877618 40.82378698569116, -73.89746949649312 40.823841998782605, -73.89736445338224 40.823883175992364))",2021-09-09,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,19:30,20:30,,,,,,,,,,,,,613.032612791,"MULTILINESTRING ((-73.84451792075478 40.73787329700466, -73.84451634907178 40.737890321708974, -73.84446281810393 40.73823321731578, -73.84438785459194 40.73857297716829, -73.84362865240513 40.73935948987251))",2021-09-14,2021-09-15,['Monday']
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,243.858292905,"MULTILINESTRING ((-73.98033586567486 40.7262968556061, -73.9801725677873 40.72652101926195, -73.97990938424101 40.726882292119626))",2021-09-14,2021-12-31,['Monday']
Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,274.02276269,"MULTILINESTRING ((-73.96750984679213 40.68170352433745, -73.9674808322409 40.681602793606345, -73.96768115174802 40.680971958630295))",2021-04-02,2021-11-21,"['Friday', 'Saturday', 'Sunday']"
Queens,87th STREET,37th AVENUE,35th AVENUE,10:45,13:30,10:45,13:30,10:45,13:30,10:45,13:30,10:45,13:30,,,,,753.300967733,"MULTILINESTRING ((-73.8800367842293 40.75230121903947, -73.87995759261605 40.75186521204238, -73.87966478849772 40.750253042481575))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,272.228199252,"MULTILINESTRING ((-73.89716010156077 40.75247352162084, -73.89705443188069 40.75251776907121, -73.89620102521152 40.75260968245267))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,ANN STREET,BROADWAY,NASSAU STREET,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,318.976779965,"MULTILINESTRING ((-74.00860375283611 40.711408751028344, -74.00846253795235 40.71125194832498, -74.00776124122653 40.71082179755116))",2021-05-24,2021-11-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,272.995924417,"MULTILINESTRING ((-73.89716010156077 40.75247352162084, -73.89704581441346 40.752447538976426, -73.89618826165534 40.752539503488684))",2021-04-19,2023-04-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,DECATUR STREET,HOWARD AVENUE,SARATOGA AVENUE,,,,,,,,,,,08:00,20:00,8:00,20:00,769.964464109,"MULTILINESTRING ((-73.92001395696316 40.683003042674756, -73.9176505918371 40.683275727300874, -73.91726916357773 40.683319731105506))",2021-05-14,2021-08-28,"['Saturday', 'Sunday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,273.489013494,"MULTILINESTRING ((-73.97690602917498 40.78001389830407, -73.9766661303403 40.780345190650614, -73.97641958299668 40.7806670996906))",2021-08-29,2021-11-14,['Sunday']
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,243.444526821,"MULTILINESTRING ((-73.74270471717367 40.60330414138043, -73.74319559688604 40.603857783112744))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,331.992702965,"MULTILINESTRING ((-73.74351065134799 40.60421386210165, -73.74419708231768 40.60495996384566))",2021-04-09,2023-01-01,"['Friday', 'Saturday', 'Sunday']"
